address,postal_code,country,federal_district,region_type,region,area_type,area,city_type,city,settlement_type,settlement,kladr_id,fias_id,fias_level,capital_marker,okato,oktmo,tax_office,timezone,geo_lat,geo_lon,population,foundation_year
"Ульяновская обл, г Сенгилей",433380,Россия,Приволжский,обл,Ульяновская,р-н,Сенгилеевский,г,Сенгилей,,,7301500100000,b9e9ca48-b953-4999-bf0e-608c57c0d0a0,4,1,73236501000,73636101001,7321,UTC+4,53.958964,48.7768269,6959,1666
г Ульяновск,432000,Россия,Приволжский,обл,Ульяновская,,,г,Ульяновск,,,7300000100000,bebfd75d-a0da-4bf9-8307-2e2c85eac463,4,2,73401000000,73701000001,7300,UTC+4,54.3079415,48.3748487,613793,1648
"Хабаровский край, г Амурск",682640,Россия,Дальневосточный,край,Хабаровский,,,г,Амурск,,,2700000300000,d3c4b43d-3e19-4454-939b-d92ef3d6c875,4,0,08403000000,08603101001,2728,UTC+10,50.2344147,136.8792444,42977,1958
"Хабаровский край, г Бикин",682970,Россия,Дальневосточный,край,Хабаровский,,,г,Бикин,,,2700000400000,70dc89f8-f067-482a-bd50-4fb2782463e7,4,0,08406000000,08609101001,2720,UTC+10,46.8185743,134.2550718,17156,1895
"Хабаровский край, г Вяземский",682950,Россия,Дальневосточный,край,Хабаровский,р-н,Вяземский,г,Вяземский,,,2700700100000,6dbd1c8b-7c73-4ff7-9cbd-7062ac0cc88d,4,1,08217501000,08617101001,2720,UTC+10,47.5353379,134.7553856,14556,1894
"Хабаровский край, г Комсомольск-на-Амуре",681000,Россия,Дальневосточный,край,Хабаровский,,,г,Комсомольск-на-Амуре,,,2700000500000,a29c5b20-5056-412b-9af6-7b805aa3ea72,4,0,08409000000,08709000001,2703,UTC+10,50.5498936,137.0079408,263906,1932
"Хабаровский край, г Николаевск-на-Амуре",682460,Россия,Дальневосточный,край,Хабаровский,,,г,Николаевск-на-Амуре,,,2700000600000,7a58fb7c-6d03-46e4-b5fc-3f5b587c09be,4,0,08414000000,08631101001,2705,UTC+10,53.1460657,140.7111367,22773,1850
"Хабаровский край, г Советская Гавань",682800,Россия,Дальневосточный,край,Хабаровский,,,г,Советская Гавань,,,2700000700000,64f0ebe7-00e4-40a0-9dd9-15f9293632ae,4,0,08418000000,08642101001,2709,UTC+10,48.9664966,140.285174,27712,1853
г Хабаровск,680000,Россия,Дальневосточный,край,Хабаровский,,,г,Хабаровск,,,2700000100000,a4859da8-9977-4b62-8436-4e1b98c5d13f,4,2,08401000000,08701000001,2700,UTC+10,48.4647258,135.0598942,577668,1858
"Респ Хакасия, г Абаза",655750,Россия,Сибирский,Респ,Хакасия,,,г,Абаза,,,1900000400000,a369b520-09b4-49b2-b28c-61c9146153e6,4,0,95402000000,95702000001,1900,UTC+7,52.6516647,90.0885686,17111,1867
г Абакан,655000,Россия,Сибирский,Респ,Хакасия,,,г,Абакан,,,1900000100000,42a02e11-a337-4d50-8596-fc76dae7c62a,4,2,95401000000,95701000001,1900,UTC+7,53.7223325,91.4436721,165183,1734
"Респ Хакасия, г Саяногорск",655602,Россия,Сибирский,Респ,Хакасия,,,г,Саяногорск,,,1900000200000,f89db729-bbfa-4d64-b8d5-ecafbec0733d,4,0,95408000000,95708000001,1900,UTC+7,53.1008083,91.4122454,49889,1975
"Респ Хакасия, г Сорск",655111,Россия,Сибирский,Респ,Хакасия,,,г,Сорск,,,1900000500000,bf626532-9e6c-4365-801e-c1d297ab40f0,4,0,95409000000,95709000001,1900,UTC+7,54.0002888,90.2594446,12140,1940
"Респ Хакасия, г Черногорск",655151,Россия,Сибирский,Респ,Хакасия,,,г,Черногорск,,,1900000300000,2e3ec6d8-3835-4c57-9fbc-7e61b58a03a3,4,0,95415000000,95715000001,1900,UTC+7,53.8259342,91.3260229,72117,1936
"Ханты-Мансийский Автономный округ - Югра АО, г Белоярский",628160,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Белоярский,,,8600001300000,db0b028c-2da0-4fb9-af00-6fed7a7644a0,4,0,71181000000,71811151001,8611,UTC+5,63.7121099,66.6772226,20283,1969
"Ханты-Мансийский Автономный округ - Югра АО, г Когалым",628481,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Когалым,,,8600000200000,5a08166f-cfaa-4e95-8233-f0d473883bd3,4,0,71183000000,71883000001,8617,UTC+5,62.2639527,74.4829794,58192,1975
"Ханты-Мансийский Автономный округ - Югра АО, г Лангепас",628671,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Лангепас,,,8600000300000,149e651b-5dd3-480f-a372-5174576609f6,4,0,71132000000,71872000001,8607,UTC+5,61.2536939,75.1807763,41675,1980
"Ханты-Мансийский Автономный округ - Югра АО, Сургутский р-н, г Лянтор",628449,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Сургутский,г,Лянтор,,,8600900200000,e7e90d82-aecc-4e9c-a373-3a7afcd5fed3,4,0,71126605000,71826105001,8617,UTC+5,61.6392863,72.179409,38922,1932
"Ханты-Мансийский Автономный округ - Югра АО, г Мегион",628680,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Мегион,,,8600000400000,d9c157ca-fd05-4efc-ae0c-16927612a0c8,4,0,71133000000,71873000001,8607,UTC+5,61.0318712,76.1025878,49471,1810
"Ханты-Мансийский Автономный округ - Югра АО, г Нефтеюганск",628301,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Нефтеюганск,,,8600001400000,45906532-143b-48c2-9af3-f480dc19c7bf,4,0,71134000000,71874000001,8619,UTC+5,61.0882676,72.6164079,123276,1961
"Ханты-Мансийский Автономный округ - Югра АО, г Нижневартовск",628600,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Нижневартовск,,,8600001100000,0bf0f4ed-13f8-446e-82f6-325498808076,4,0,71135000000,71875000001,8603,UTC+5,60.9396698,76.5696184,251860,1909
"Ханты-Мансийский Автономный округ - Югра АО, г Нягань",628181,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Нягань,,,8600000500000,06157075-a993-404d-b940-0a103131dc66,4,0,71139000000,71879000001,8610,UTC+5,62.1454701,65.3946047,54903,1965
"Ханты-Мансийский Автономный округ - Югра АО, г Покачи",628660,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Покачи,,,8600000600000,8bac4b94-1d16-42b5-b5c6-211aa52f3216,4,0,71184000000,71884000001,8607,UTC+5,61.7422169,75.5941517,17053,1984
"Ханты-Мансийский Автономный округ - Югра АО, г Пыть-Ях",628380,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Пыть-Ях,,,8600000700000,130857a0-7059-4f18-9a13-c17ef6c4f9ca,4,0,71185000000,71885000001,8619,UTC+5,60.7585833,72.8365617,41453,1968
"Ханты-Мансийский Автономный округ - Югра АО, г Радужный",628461,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Радужный,,,8600001500000,394a840f-9502-406f-a8be-3a2aa9e8f075,4,0,71137000000,71877000001,8603,UTC+5,62.1342888,77.4584094,43394,1973
"Ханты-Мансийский Автономный округ - Югра АО, г Советский",628240,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,р-н,Советский,г,Советский,,,8600800100000,b2487322-b3b1-48fc-a462-cf06c36fac91,4,1,71124604000,71824104001,8600,UTC+5,61.3706913,63.5667222,26434,1963
"Ханты-Мансийский Автономный округ - Югра АО, г Сургут",628400,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Сургут,,,8600001000000,f1eb1809-47d4-4f0b-9a74-fa416e9d3df2,4,0,71136000000,71876000001,8602,UTC+5,61.2541083,73.3961587,306703,1594
"Ханты-Мансийский Автономный округ - Югра АО, г Урай",628280,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Урай,,,8600000900000,610abc14-c127-4d7c-8697-31cb5c7c47f2,4,0,71138000000,71878000001,8606,UTC+5,60.1296954,64.8038508,39435,1922
г Ханты-Мансийск,628000,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Ханты-Мансийск,,,8600000100000,d680d1a9-ff89-42c0-b39f-143d2ffb520a,4,2,71131000000,71871000001,8601,UTC+5,61.0023984,69.0184798,79410,1582
"Ханты-Мансийский Автономный округ - Югра АО, г Югорск",628260,Россия,Уральский,АО,Ханты-Мансийский Автономный округ - Югра,,,г,Югорск,,,8600001600000,abb05e81-bd8b-4e44-abf7-384c9eba3407,4,0,71187000000,71887000001,8622,UTC+5,61.3123568,63.3365484,34066,1962
"Челябинская обл, г Аша",456015,Россия,Уральский,обл,Челябинская,р-н,Ашинский,г,Аша,,,7400200300000,c1c960ba-28ed-4a23-9663-668a10e8dbc1,4,1,75403000000,75609101001,7457,UTC+5,54.9906527,57.2783953,31916,1898
"Челябинская обл, Саткинский р-н, г Бакал",456900,Россия,Уральский,обл,Челябинская,р-н,Саткинский,г,Бакал,,,7401700100000,f0eff629-59f9-46e3-a3e1-70003376fbd8,4,0,75249503000,75649103001,7457,UTC+5,54.9406399,58.8051698,20953,1757
"Челябинская обл, г Верхнеуральск",457670,Россия,Уральский,обл,Челябинская,р-н,Верхнеуральский,г,Верхнеуральск,,,7402900100000,e4a3d40b-d937-4eef-900f-e16a2244a4c1,4,1,75217501000,75617101001,7455,UTC+5,53.8760961,59.2169852,9459,1734
"Челябинская обл, г Верхний Уфалей",456800,Россия,Уральский,обл,Челябинская,,,г,Верхний Уфалей,,,7400000200000,03aa453a-c7d6-4567-9a59-34a9e9cc1eac,4,0,75406000000,75706000001,7459,UTC+5,56.0487158,60.2318886,30504,1761
"Челябинская обл, г Еманжелинск",456580,Россия,Уральский,обл,Челябинская,р-н,Еманжелинский,г,Еманжелинск,,,7404400100000,450daf49-c6ce-4bbd-9e3e-350e6ad3bc6c,4,1,75409000000,75619101001,7430,UTC+5,54.7554548,61.3243477,30218,1931
"Челябинская обл, г Златоуст",456200,Россия,Уральский,обл,Челябинская,,,г,Златоуст,,,7400000400000,110c731e-d72b-4c37-91cb-03ce33d9e727,4,0,75412000000,75712000001,7404,UTC+5,55.1714905,59.6725549,174985,1754
"Челябинская обл, г Карабаш",456140,Россия,Уральский,обл,Челябинская,,,г,Карабаш,,,7400000500000,dbca0fdd-89a6-43ad-9bd0-9796236917d7,4,0,75415000000,75715000001,7400,UTC+5,55.4852323,60.2358881,13151,1822
"Челябинская обл, г Карталы",457353,Россия,Уральский,обл,Челябинская,р-н,Карталинский,г,Карталы,,,7400700100000,8de6102a-50a8-4bd4-9552-a265cb82b57f,4,1,75418000000,75623101001,7458,UTC+5,53.0536197,60.6478408,29136,1810
"Челябинская обл, г Касли",456833,Россия,Уральский,обл,Челябинская,р-н,Каслинский,г,Касли,,,7400900100000,9db9997b-8945-4ae2-9d14-6dfe0dd01c7e,4,1,75421000000,75626101001,7459,UTC+5,55.8868784,60.7421663,16998,1747
"Челябинская обл, г Катав-Ивановск",456110,Россия,Уральский,обл,Челябинская,р-н,Катав-Ивановский,г,Катав-Ивановск,,,7401000200000,5c0f59dc-daeb-4891-a620-900a59d8cabd,4,1,75424000000,75629101001,7457,UTC+5,54.7521438,58.1983648,17640,1755
"Челябинская обл, г Копейск",456600,Россия,Уральский,обл,Челябинская,,,г,Копейск,,,7400000600000,69462f61-d1da-4e61-a970-3b71c6623002,4,0,75428000000,75728000001,7430,UTC+5,55.116665,61.6179185,137604,1907
"Челябинская обл, г Коркино",456550,Россия,Уральский,обл,Челябинская,р-н,Коркинский,г,Коркино,,,7404500100000,34bc4096-0b85-4b90-bac1-2539cb030041,4,1,75431000000,75633101001,7430,UTC+5,54.8903147,61.4034576,38950,1795
"Челябинская обл, г Куса",456940,Россия,Уральский,обл,Челябинская,р-н,Кусинский,г,Куса,,,7403400100000,94812112-feed-454d-a3d2-45ba7bc691d0,4,1,75238501000,75638101001,7404,UTC+5,55.3386053,59.4385778,18792,1778
"Челябинская обл, г Кыштым",456870,Россия,Уральский,обл,Челябинская,,,г,Кыштым,,,7400000800000,969d3bb6-4d8e-4130-902b-b70571090302,4,0,75434000000,75734000001,7413,UTC+5,55.7061276,60.5563781,38950,1757
"Челябинская обл, г Магнитогорск",455000,Россия,Уральский,обл,Челябинская,,,г,Магнитогорск,,,7400000900000,988157bf-d6d5-4c2a-80ec-4ad531eea056,4,0,75438000000,75738000001,7400,UTC+5,53.4072153,58.9791437,408401,1929
"Челябинская обл, г Миасс",456300,Россия,Уральский,обл,Челябинская,,,г,Миасс,,,7400001000000,f2976e80-32e1-4284-8eda-06cf19239cd1,4,0,75442000000,75742000001,7415,UTC+5,55.0456457,60.1077572,151812,1773
"Челябинская обл, Ашинский р-н, г Миньяр",456007,Россия,Уральский,обл,Челябинская,р-н,Ашинский,г,Миньяр,,,7400200100000,855ef067-23aa-425a-aa9b-cadbfb1f9fff,4,0,75209503000,75609103001,7457,UTC+5,55.0709557,57.548478,10195,1771
"Челябинская обл, г Нязепетровск",456971,Россия,Уральский,обл,Челябинская,р-н,Нязепетровский,г,Нязепетровск,,,7403600100000,e42b53fb-fed8-4ee7-94f3-6190e179d249,4,1,75244501000,75644101001,7459,UTC+5,56.0536895,59.6097202,12452,1747
